TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr11 A1|11 3.95 cM	mouse chr11 A1|11 3.95 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 C5|1 39.16 cM	mouse chr1 C5|1 39.16 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 A3|16 12.4 cM	mouse chr16 A3|16 12.4 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 B4-B5|10 32.21 cM	mouse chr10 B4-B5|10 32.21 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 H4|2 103.77 cM	mouse chr2 H4|2 103.77 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 C2-D1|10 43.64 cM	mouse chr10 C2-D1|10 43.64 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX F5|X 78.28 cM	mouse chrX F5|X 78.28 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 C3|13 47.63 cM	mouse chr13 C3|13 47.63 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr18 D|18 34.41 cM	mouse chr18 D|18 34.41 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 E3.3|3 37.7 cM	mouse chr3 E3.3|3 37.7 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 A1.1|8 5.35 cM	mouse chr8 A1.1|8 5.35 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 A2-A3.1|6 8.49 cM	mouse chr6 A2-A3.1|6 8.49 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 C1|16 33.74 cM	mouse chr16 C1|16 33.74 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 E2|2 55.06 cM	mouse chr2 E2|2 55.06 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 D3|15 30.36 cM	mouse chr15 D3|15 30.36 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3|3 A	mouse chr3|3 A	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 C1|19 29.33 cM	mouse chr19 C1|19 29.33 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16|16 B1-B4	mouse chr16|16 B1-B4	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 B1|6 12.52 cM	mouse chr6 B1|6 12.52 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 A3|9 7.73 cM	mouse chr9 A3|9 7.73 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr18 E3-E4|18 55.78 cM	mouse chr18 E3-E4|18 55.78 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 E1|2 50.54 cM	mouse chr2 E1|2 50.54 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 B|19 7.41 cM	mouse chr19 B|19 7.41 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 F5|7 87.59 cM	mouse chr7 F5|7 87.59 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 B4|7 30.51 cM	mouse chr7 B4|7 30.51 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 C|17 28.07 cM	mouse chr17 C|17 28.07 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 E5|2 60.66 cM	mouse chr2 E5|2 60.66 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX A7.3|X 37.31 cM	mouse chrX A7.3|X 37.31 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 B2|11 38.46 cM	mouse chr11 B2|11 38.46 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 A1|7 7.66 cM	mouse chr7 A1|7 7.66 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 D3|7 44.88 cM	mouse chr7 D3|7 44.88 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 B1|13 28.83 cM	mouse chr13 B1|13 28.83 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 D3|15 35.29 cM	mouse chr15 D3|15 35.29 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 B3.1|15 14.94 cM	mouse chr15 B3.1|15 14.94 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 B1.3|11 31.92 cM	mouse chr11 B1.3|11 31.92 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX C2|X	mouse chrX C2|X	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 B3|6 25.9 cM	mouse chr6 B3|6 25.9 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX F5|X 77.66 cM	mouse chrX F5|X 77.66 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 C3.2|2	mouse chr2 C3.2|2	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 C3|19 35.3 cM	mouse chr19 C3|19 35.3 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 B5|11 46.81 cM	mouse chr11 B5|11 46.81 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 A3.1|6 11.65 cM	mouse chr6 A3.1|6 11.65 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 B1.3|11 30.95 cM	mouse chr11 B1.3|11 30.95 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 B2|17 19.45 cM	mouse chr17 B2|17 19.45 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 B4|7 29.11 cM	mouse chr7 B4|7 29.11 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 E1|15 39.4 cM	mouse chr15 E1|15 39.4 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 C1|5 27.92 cM	mouse chr5 C1|5 27.92 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 A5-B1.1|11	mouse chr11 A5-B1.1|11	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 A1|16 6.38 cM	mouse chr16 A1|16 6.38 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX D|X 46.29 cM	mouse chrX D|X 46.29 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 C5|4 44.71 cM	mouse chr4 C5|4 44.71 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7|7 C4	mouse chr7|7 C4	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2|2 H2-H4	mouse chr2|2 H2-H4	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 E2|11 75.01 cM	mouse chr11 E2|11 75.01 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 B|1 18.81 cM	mouse chr1 B|1 18.81 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 F1|15 54.65 cM	mouse chr15 F1|15 54.65 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 H2|2 81.91 cM	mouse chr2 H2|2 81.91 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 B4|7 28.72 cM	mouse chr7 B4|7 28.72 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX A7.3|X 37.46 cM	mouse chrX A7.3|X 37.46 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 25.5 cM	mouse chr10 25.5 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr18 B3|18 21.09 cM	mouse chr18 B3|18 21.09 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 C5|1 38.54 cM	mouse chr1 C5|1 38.54 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 E3|5 47.71 cM	mouse chr5 E3|5 47.71 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1|1 H4-H5	mouse chr1|1 H4-H5	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 C|11 52.22 cM	mouse chr11 C|11 52.22 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 B5|7 33.23 cM	mouse chr7 B5|7 33.23 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 D2|19 51.18 cM	mouse chr19 D2|19 51.18 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 H1|2 76.89 cM	mouse chr2 H1|2 76.89 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr14 A3|14 16.51 cM	mouse chr14 A3|14 16.51 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 C1|19 24.17 cM	mouse chr19 C1|19 24.17 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 C|17 24.02 cM	mouse chr17 C|17 24.02 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 B|3 17.67 cM	mouse chr3 B|3 17.67 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 A4|4	mouse chr4 A4|4	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr14 B|14 18.75 cM	mouse chr14 B|14 18.75 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 B4|7 29.2 cM	mouse chr7 B4|7 29.2 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 A1|17 8.72 cM	mouse chr17 A1|17 8.72 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 E2|11 83.15 cM	mouse chr11 E2|11 83.15 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 B4|7 29.6 cM	mouse chr7 B4|7 29.6 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 E1|11 68.81 cM	mouse chr11 E1|11 68.81 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 B2|10 22.79 cM	mouse chr10 B2|10 22.79 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 D|1 47.0 cM	mouse chr1 D|1 47.0 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 D|11 63.53 cM	mouse chr11 D|11 63.53 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 E1|2 49.95 cM	mouse chr2 E1|2 49.95 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 A3.3|13 18.35 cM	mouse chr13 A3.3|13 18.35 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 A1|2 8.97 cM	mouse chr2 A1|2 8.97 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 E1|2 50.52 cM	mouse chr2 E1|2 50.52 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 G2|5 78.82 cM	mouse chr5 G2|5 78.82 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 B3|13 32.65 cM	mouse chr13 B3|13 32.65 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11|11 B1.1-B1.2	mouse chr11|11 B1.1-B1.2	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr12 A3|12 16.84 cM	mouse chr12 A3|12 16.84 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 F2.2|3 43.03 cM	mouse chr3 F2.2|3 43.03 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6|6 B1-B2	mouse chr6|6 B1-B2	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr12 A2|12 9.69 cM	mouse chr12 A2|12 9.69 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 H3|1 79.86 cM	mouse chr1 H3|1 79.86 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 D1|8 53.04 cM	mouse chr8 D1|8 53.04 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr14 D1|14 34.09 cM	mouse chr14 D1|14 34.09 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 A3.1|13 12.66 cM	mouse chr13 A3.1|13 12.66 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 B1|17 18.41 cM	mouse chr17 B1|17 18.41 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 F|5 54.69 cM	mouse chr5 F|5 54.69 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 A3|2 17.31 cM	mouse chr2 A3|2 17.31 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 F1|6 55.86 cM	mouse chr6 F1|6 55.86 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 D2|10 66.67 cM	mouse chr10 D2|10 66.67 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15|15 B3	mouse chr15|15 B3	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 G3|5 89.23 cM	mouse chr5 G3|5 89.23 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 F|1 59.8 cM	mouse chr1 F|1 59.8 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 A5-B1|11 29.69 cM	mouse chr11 A5-B1|11 29.69 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 A5-B1|11 32.13 cM	mouse chr11 A5-B1|11 32.13 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 E2|11 80.57 cM	mouse chr11 E2|11 80.57 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 E1|11 68.84 cM	mouse chr11 E1|11 68.84 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 C1|19 23.83 cM	mouse chr19 C1|19 23.83 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 B1|17 17.37 cM	mouse chr17 B1|17 17.37 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 A2|8 14.22 cM	mouse chr8 A2|8 14.22 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 B1|17 17.39 cM	mouse chr17 B1|17 17.39 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 D-E1|5	mouse chr5 D-E1|5	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 A3.2|13 13.46 cM	mouse chr13 A3.2|13 13.46 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 A1|11 3.97 cM	mouse chr11 A1|11 3.97 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 D2|10 67.33 cM	mouse chr10 D2|10 67.33 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 D2|10 65.34 cM	mouse chr10 D2|10 65.34 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 D|11 59.81 cM	mouse chr11 D|11 59.81 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 F|1 62.99 cM	mouse chr1 F|1 62.99 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 C1-C3|11 61.06 cM	mouse chr11 C1-C3|11 61.06 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 B2|6 20.89 cM	mouse chr6 B2|6 20.89 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 C2|13 40.63 cM	mouse chr13 C2|13 40.63 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 C6|4 46.99 cM	mouse chr4 C6|4 46.99 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 C4|16 57.47 cM	mouse chr16 C4|16 57.47 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 F1|9 59.07 cM	mouse chr9 F1|9 59.07 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX A7.3|X 38.15 cM	mouse chrX A7.3|X 38.15 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr14 D1|14 33.25 cM	mouse chr14 D1|14 33.25 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 B3|6 25.41 cM	mouse chr6 B3|6 25.41 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 C3.1|5 33.84 cM	mouse chr5 C3.1|5 33.84 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 A|10	mouse chr10 A|10	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 A1|5 3.2 cM	mouse chr5 A1|5 3.2 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 D3|10 75.21 cM	mouse chr10 D3|10 75.21 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr12 C3|12 28.77 cM	mouse chr12 C3|12 28.77 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr14 D1|14 32.13 cM	mouse chr14 D1|14 32.13 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr14|14 E1-E3	mouse chr14|14 E1-E3	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 F2.1|3 42.04 cM	mouse chr3 F2.1|3 42.04 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 B5.3|10 36.1 cM	mouse chr10 B5.3|10 36.1 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr12 C1|12 22.11 cM	mouse chr12 C1|12 22.11 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 F3|15 58.9 cM	mouse chr15 F3|15 58.9 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 H2.1|1 70.29 cM	mouse chr1 H2.1|1 70.29 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 C3|2 48.13 cM	mouse chr2 C3|2 48.13 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 B2|17 19.47 cM	mouse chr17 B2|17 19.47 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 D|11 66.48 cM	mouse chr11 D|11 66.48 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 C1|10 38.58 cM	mouse chr10 C1|10 38.58 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 B2|13 32.56 cM	mouse chr13 B2|13 32.56 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 B4|16 28.67 cM	mouse chr16 B4|16 28.67 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 B3.1|8 31.55 cM	mouse chr8 B3.1|8 31.55 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr12 F1|12 59.46 cM	mouse chr12 F1|12 59.46 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr18 B3|18 19.81 cM	mouse chr18 B3|18 19.81 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 F1|3 39.23 cM	mouse chr3 F1|3 39.23 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 D|11 64.56 cM	mouse chr11 D|11 64.56 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 F-G1|1 63.24 cM	mouse chr1 F-G1|1 63.24 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 F3|7 69.04 cM	mouse chr7 F3|7 69.04 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 G2|3 56.07 cM	mouse chr3 G2|3 56.07 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13|13 A5-B	mouse chr13|13 A5-B	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 G2|5 78.81 cM	mouse chr5 G2|5 78.81 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 C3|13 43.68 cM	mouse chr13 C3|13 43.68 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr14 E5|14 66.18 cM	mouse chr14 E5|14 66.18 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 E3.1|9 47.4 cM	mouse chr9 E3.1|9 47.4 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 D2|10 64.96 cM	mouse chr10 D2|10 64.96 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr14 D3|14 40.29 cM	mouse chr14 D3|14 40.29 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 E4|1 58.09 cM	mouse chr1 E4|1 58.09 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15|15 D3-E1	mouse chr15|15 D3-E1	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 E1-F|5 47.77 cM	mouse chr5 E1-F|5 47.77 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7|7 D1-D2	mouse chr7|7 D1-D2	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 A|4 5.88 cM	mouse chr4 A|4 5.88 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 A|19 3.72 cM	mouse chr19 A|19 3.72 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 B2|6 20.05 cM	mouse chr6 B2|6 20.05 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 A5|13 26.12 cM	mouse chr13 A5|13 26.12 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 A3.3|17 12.49 cM	mouse chr17 A3.3|17 12.49 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 35.26 cM|17 E1.2	mouse chr17 35.26 cM|17 E1.2	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 B1.3|11 37.96 cM	mouse chr11 B1.3|11 37.96 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 G2|5 76.33 cM	mouse chr5 G2|5 76.33 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 F|15 57.65 cM	mouse chr15 F|15 57.65 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9|9 F	mouse chr9|9 F	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 F1|3 39.19 cM	mouse chr3 F1|3 39.19 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 F4|9 72.5 cM	mouse chr9 F4|9 72.5 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 C3|2 43.76 cM	mouse chr2 C3|2 43.76 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 C-D|11 61.1 cM	mouse chr11 C-D|11 61.1 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 E|15 39.4 cM	mouse chr15 E|15 39.4 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 F1|15 55.05 cM	mouse chr15 F1|15 55.05 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 E-F|15 38.33 cM	mouse chr15 E-F|15 38.33 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 D2|19 50.81 cM	mouse chr19 D2|19 50.81 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10|10 F	mouse chr10|10 F	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 A3.3|13 14.01 cM	mouse chr13 A3.3|13 14.01 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 B5-C1|10 39.71 cM	mouse chr10 B5-C1|10 39.71 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 D1|10 55.96 cM	mouse chr10 D1|10 55.96 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 E2|8 74.66 cM	mouse chr8 E2|8 74.66 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 D2|19 52.09 cM	mouse chr19 D2|19 52.09 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 B-C|6 24.89 cM	mouse chr6 B-C|6 24.89 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 C4|1 39.16 cM	mouse chr1 C4|1 39.16 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 B3.1-3.2|8	mouse chr8 B3.1-3.2|8	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 B5|7 29.32 cM	mouse chr7 B5|7 29.32 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 C1|13 40.95 cM	mouse chr13 C1|13 40.95 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 E|5	mouse chr5 E|5	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1|1 D2.3	mouse chr1|1 D2.3	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1|1 C	mouse chr1|1 C	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 H4|2 102.59 cM	mouse chr2 H4|2 102.59 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 F1|6 56.86 cM	mouse chr6 F1|6 56.86 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 B2|16 21.34 cM	mouse chr16 B2|16 21.34 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 A3|10 7.79 cM	mouse chr10 A3|10 7.79 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 B3|4 33.04 cM	mouse chr4 B3|4 33.04 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 H6|1 98.38 cM	mouse chr1 H6|1 98.38 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
